City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Ravar,IR,2021-12-22 01:45:57,31.2656,56.8055,57.96,44,65,8.16
295,Cidreira,BR,2021-12-22 01:45:57,-30.1811,-50.2056,72.16,89,100,6.06
296,Pisco,PE,2021-12-22 01:45:57,-13.7,-76.2167,68.05,83,0,14.97
297,Yerbogachen,RU,2021-12-22 01:45:58,61.2767,108.0108,-39.21,100,71,2.46
298,Port-Gentil,GA,2021-12-22 01:45:58,-0.7193,8.7815,80.74,80,100,5.73
299,Umm Lajj,SA,2021-12-22 01:45:58,25.0213,37.2685,65.28,45,100,14.36
300,Khvoynaya,RU,2021-12-22 01:45:59,58.9,34.5333,-0.98,98,95,3.6
301,Ust-Nera,RU,2021-12-22 01:45:59,64.5667,143.2,-45.45,94,60,2.1
302,Kalamb,IN,2021-12-22 01:45:59,19.05,73.95,63.36,61,55,0.72
303,Invermere,CA,2021-12-22 01:45:59,50.5167,-116.0354,6.37,87,95,1.48
304,Osorno,CL,2021-12-22 01:45:44,-40.5667,-73.15,61.11,55,0,5.75
305,Dali,CN,2021-12-22 01:46:00,25.7,100.1833,47.8,61,0,0.69
306,Yar-Sale,RU,2021-12-22 01:46:00,66.8333,70.8333,-11.92,100,95,8.61
307,Ruidoso,US,2021-12-22 01:46:00,33.3317,-105.673,45.52,17,1,10.36
308,Roseburg,US,2021-12-22 01:46:01,43.2165,-123.3417,47.17,92,90,3.44
309,Wick,GB,2021-12-22 01:46:01,58.4333,-3.0833,40.75,93,90,4.61
310,Maun,BW,2021-12-22 01:46:01,-19.9833,23.4167,70.45,82,98,7.38
311,Sete Lagoas,BR,2021-12-22 01:46:02,-19.4658,-44.2467,72.48,92,9,4.68
312,Portland,US,2021-12-22 01:46:02,45.5234,-122.6762,44.2,91,90,1.01
313,Bath,GB,2021-12-22 01:46:02,51.3779,-2.3591,37.47,91,100,6.67
314,Yaan,NG,2021-12-22 01:46:02,7.3833,8.5667,75.29,29,16,4.18
315,Beringovskiy,RU,2021-12-22 01:46:03,63.05,179.3167,0.12,90,100,13.35
316,Provost,CA,2021-12-22 01:46:03,52.3501,-110.2683,21.65,94,100,2.53
317,Galbshtadt,RU,2021-12-22 01:46:04,53.2264,78.9845,14.5,99,100,10.65
318,Saint-Augustin,CA,2021-12-22 01:46:04,51.226,-58.6502,10.11,94,63,5.77
319,Yankton,US,2021-12-22 01:46:04,42.8711,-97.3973,25.05,74,1,8.05
320,Funadhoo,MV,2021-12-22 01:46:05,6.15,73.2667,81.0,72,100,4.16
321,Quatre Cocos,MU,2021-12-22 01:47:05,-20.2078,57.7625,78.91,81,83,15.26
322,Hokitika,NZ,2021-12-22 01:47:05,-42.7167,170.9667,63.52,78,94,9.26
323,Mezen,RU,2021-12-22 01:47:06,65.8522,44.24,-17.05,99,66,2.46
324,Magdalena,PH,2021-12-22 01:47:06,14.1999,121.429,84.42,68,93,4.14
325,Kungurtug,RU,2021-12-22 01:47:06,50.5994,97.5228,8.26,97,100,0.98
326,Capinzal,BR,2021-12-22 01:42:42,-27.3436,-51.6119,66.43,97,38,2.68
327,Padang,ID,2021-12-22 01:47:07,-0.9492,100.3543,82.45,75,44,3.89
328,Biloela,AU,2021-12-22 01:47:07,-24.4167,150.5,90.01,33,0,2.04
329,Udachnyy,RU,2021-12-22 01:43:09,66.4167,112.4,-29.25,100,90,2.13
330,Fairlie,GB,2021-12-22 01:47:07,55.756,-4.8556,37.42,88,100,6.33
331,Manali,IN,2021-12-22 01:47:08,13.1667,80.2667,73.49,90,6,6.44
332,Baykit,RU,2021-12-22 01:47:08,61.67,96.37,-21.21,98,100,1.7
333,Lavrentiya,RU,2021-12-22 01:47:08,65.5833,-171.0,-3.23,75,100,3.8
334,Ponta Do Sol,PT,2021-12-22 01:47:08,32.6667,-17.1,66.0,85,98,8.61
335,Tiznit,MA,2021-12-22 01:47:09,29.5833,-9.5,62.4,56,56,7.16
336,Arroyo,ES,2021-12-22 01:47:09,41.6096,-4.7969,43.59,96,90,8.05
337,Vila Franca Do Campo,PT,2021-12-22 01:47:09,37.7167,-25.4333,60.19,93,100,19.24
338,Novoagansk,RU,2021-12-22 01:47:10,61.9449,76.6625,11.57,94,100,13.0
339,Gizo,SB,2021-12-22 01:47:10,-8.103,156.8419,84.76,72,24,3.29
340,Severnyy,RU,2021-12-22 01:47:10,50.677,36.5532,1.44,85,75,6.71
341,Este,IT,2021-12-22 01:47:10,45.2229,11.6587,41.41,92,100,7.05
342,Mogadishu,SO,2021-12-22 01:47:11,2.0371,45.3438,78.24,80,100,18.5
343,Zyryanka,RU,2021-12-22 01:47:11,65.75,150.85,-39.14,96,12,6.69
344,Yuancheng,CN,2021-12-22 01:47:11,36.652,107.7896,34.54,30,3,1.74
345,Tadine,NC,2021-12-22 01:47:12,-21.55,167.8833,81.01,69,59,8.16
346,Bairiki,KI,2021-12-22 01:47:12,1.3292,172.9752,86.0,74,75,5.75
347,Praya,CV,2021-12-22 01:47:13,14.9215,-23.5087,72.14,83,40,17.27
348,Kontagora,NG,2021-12-22 01:47:13,10.3999,5.4695,70.38,26,0,8.3
349,Ayagoz,KZ,2021-12-22 01:47:13,47.9714,80.4392,14.56,90,22,10.63
350,Tsiroanomandidy,MG,2021-12-22 01:47:14,-18.7667,46.0333,69.26,83,0,1.5
351,Presidencia Roque Saenz Pena,AR,2021-12-22 01:47:14,-26.7852,-60.4388,82.42,51,56,4.05
352,Nelson Bay,AU,2021-12-22 01:47:14,-32.7167,152.15,82.29,76,100,11.79
353,Exeter,GB,2021-12-22 01:47:14,50.7236,-3.5275,45.12,82,40,1.01
354,Gwadar,PK,2021-12-22 01:47:15,25.1216,62.3254,72.18,78,30,9.44
355,Kupang,ID,2021-12-22 01:47:15,-10.1667,123.5833,84.78,89,75,6.91
356,Fenton,US,2021-12-22 01:47:15,42.7978,-83.7049,38.19,82,90,3.0
357,Hede,CN,2021-12-22 01:47:16,33.7681,120.2517,53.2,56,0,5.41
358,Itoman,JP,2021-12-22 01:47:16,26.1247,127.6694,66.97,96,75,9.22
359,Koumac,NC,2021-12-22 01:47:16,-20.5667,164.2833,81.77,74,61,5.03
360,Ocampo,MX,2021-12-22 01:47:17,21.65,-101.5,49.71,15,0,4.97
361,Bondo,CD,2021-12-22 01:47:17,3.8146,23.6866,71.08,48,95,3.74
362,Inhambane,MZ,2021-12-22 01:47:17,-23.865,35.3833,71.29,75,89,3.94
363,Waingapu,ID,2021-12-22 01:47:17,-9.6567,120.2641,87.4,66,100,4.54
364,Verkhoyansk,RU,2021-12-22 01:47:18,67.5447,133.385,-28.3,87,100,2.17
365,Port Hedland,AU,2021-12-22 01:47:18,-20.3167,118.5667,89.65,66,75,17.27
366,Muros,ES,2021-12-22 01:47:18,42.7762,-9.0603,59.5,82,89,6.26
367,Urumqi,CN,2021-12-22 01:44:03,43.801,87.6005,7.75,85,4,2.24
368,Zhezkazgan,KZ,2021-12-22 01:48:19,47.8043,67.7144,31.98,100,90,17.9
369,Vila Velha,BR,2021-12-22 01:48:19,-20.3297,-40.2925,73.35,95,90,1.99
370,Namatanai,PG,2021-12-22 01:48:19,-3.6667,152.4333,83.64,77,100,1.21
371,Bystryy Istok,RU,2021-12-22 01:48:19,52.371,84.3873,19.44,98,100,7.27
372,Ximei,CN,2021-12-22 01:48:20,24.9639,118.3794,60.94,82,97,2.48
373,Sakakah,SA,2021-12-22 01:48:20,29.9697,40.2064,40.57,51,0,3.47
374,Nikel,RU,2021-12-22 01:48:20,69.4128,30.222,17.78,91,100,7.36
375,Nemuro,JP,2021-12-22 01:48:21,43.3236,145.575,28.83,60,97,13.33
376,Bom Jardim,BR,2021-12-22 01:45:38,-7.7958,-35.5872,73.38,87,85,4.76
377,Nizhnyaya Omka,RU,2021-12-22 01:48:21,55.4338,74.9426,20.43,92,100,14.97
378,Costinesti,RO,2021-12-22 01:48:22,43.95,28.6333,24.01,53,16,5.86
379,Champerico,GT,2021-12-22 01:48:22,14.3,-91.9167,80.35,76,100,4.27
380,Nuevo Progreso,MX,2021-12-22 01:48:22,23.1667,-97.95,67.59,71,4,0.81
381,Kardzhin,RU,2021-12-22 01:48:22,43.2737,44.2907,30.65,95,78,5.46
382,Matara,LK,2021-12-22 01:48:23,5.9485,80.5353,76.73,87,50,3.8
383,Znamenskoye,RU,2021-12-22 01:48:23,57.1281,73.8282,19.11,91,73,12.48
384,Verkh-Usugli,RU,2021-12-22 01:48:23,52.7,115.1667,-17.82,81,87,1.59
385,Ca Mau,VN,2021-12-22 01:48:23,9.1769,105.15,80.06,81,100,10.09
386,Bataipora,BR,2021-12-22 01:48:24,-22.2953,-53.2711,78.06,41,71,6.42
387,Dong Hoi,VN,2021-12-22 01:48:24,17.4833,106.6,67.21,79,94,6.46
388,Chegdomyn,RU,2021-12-22 01:48:24,51.1167,133.0167,-9.71,93,100,2.08
389,Hurghada,EG,2021-12-22 01:48:25,27.2574,33.8129,55.99,60,48,13.18
390,Palmer,US,2021-12-22 01:48:25,42.1584,-72.3287,32.92,82,75,0.0
391,Balut,PH,2021-12-22 01:48:25,14.6833,120.55,85.14,72,54,5.46
392,Taltal,CL,2021-12-22 01:48:25,-25.4,-70.4833,64.36,85,100,1.59
393,Point Fortin,TT,2021-12-22 01:48:27,10.1833,-61.6833,78.15,89,13,13.62
394,Constitucion,CL,2021-12-22 01:46:22,-35.3333,-72.4167,61.83,58,0,10.83
395,Goryachegorsk,RU,2021-12-22 01:48:27,55.4053,88.9154,5.74,96,81,4.14
396,South Houston,US,2021-12-22 01:48:27,29.663,-95.2355,56.05,73,20,4.61
397,Manono,CD,2021-12-22 01:48:28,-7.3,27.4167,68.77,95,100,2.35
398,Lannion,FR,2021-12-22 01:48:28,48.75,-3.4167,35.85,93,100,12.66
399,Raudeberg,NO,2021-12-22 01:48:28,61.9875,5.1352,37.87,90,100,3.0
400,Ust-Kut,RU,2021-12-22 01:48:29,56.7938,105.7672,-42.65,100,58,0.92
401,Cayenne,GF,2021-12-22 01:48:29,4.9333,-52.3333,81.09,87,75,5.75
402,Harwich,GB,2021-12-22 01:48:29,51.9419,1.2844,38.21,79,76,1.99
403,Hauterive,FR,2021-12-22 01:48:29,46.0901,3.4459,28.18,79,3,1.97
404,Lewistown,US,2021-12-22 01:48:30,40.5992,-77.5714,36.79,100,1,0.0
405,Port Moresby,PG,2021-12-22 01:48:30,-9.4431,147.1797,90.82,55,20,8.05
406,Den Helder,NL,2021-12-22 01:48:30,52.9599,4.7593,31.98,93,90,3.44
407,Linguere,SN,2021-12-22 01:48:31,15.3953,-15.1193,76.39,20,100,6.33
408,Breytovo,RU,2021-12-22 01:48:31,58.2993,37.8617,-9.83,99,95,5.14
409,Samana,DO,2021-12-22 01:48:31,19.2056,-69.3369,74.14,83,4,6.08
410,Gobabis,NA,2021-12-22 01:45:30,-22.45,18.9667,65.88,62,4,5.32
411,Mount Isa,AU,2021-12-22 01:48:32,-20.7333,139.5,96.57,32,1,6.91
412,Santona,ES,2021-12-22 01:48:32,43.4439,-3.4576,59.43,82,26,4.63
413,Nawabganj,BD,2021-12-22 01:48:32,24.5911,88.271,60.76,53,2,5.59
414,Baffa,PK,2021-12-22 01:48:32,34.4378,73.2194,46.13,28,96,5.7
415,Plettenberg Bay,ZA,2021-12-22 01:49:33,-34.0527,23.3716,66.22,97,100,1.45
416,Hornepayne,CA,2021-12-22 01:49:33,49.2138,-84.7705,8.91,94,100,8.5
417,Tanout,NE,2021-12-22 01:49:33,14.9709,8.8879,58.82,22,16,14.47
418,Belogorsk,RU,2021-12-22 01:49:34,50.9158,128.4611,-21.12,88,11,5.17
419,Huntsville,US,2021-12-22 01:49:27,34.7304,-86.5861,46.27,81,90,5.99
420,Williston,US,2021-12-22 01:49:34,48.147,-103.618,16.21,94,86,5.64
421,Katherine,AU,2021-12-22 01:49:34,-14.4667,132.2667,91.72,49,100,4.61
422,Waipawa,NZ,2021-12-22 01:49:35,-41.4122,175.5153,70.43,50,4,16.33
423,Balkanabat,TM,2021-12-22 01:49:35,39.5108,54.3671,43.88,85,0,1.74
424,Lamu,KE,2021-12-22 01:49:35,-2.2717,40.902,79.02,82,88,2.95
425,Onguday,RU,2021-12-22 01:49:36,50.75,86.15,3.94,99,83,3.49
426,Asau,RO,2021-12-22 01:49:20,46.4333,26.4,15.76,90,23,5.32
427,Ammon,US,2021-12-22 01:49:36,43.4696,-111.9666,26.65,74,1,4.61
428,Letpadan,MM,2021-12-22 01:49:36,17.7833,95.75,73.69,75,2,2.06
429,Promissao,BR,2021-12-22 01:49:37,-21.5367,-49.8581,75.78,57,7,2.86
430,Rincon,US,2021-12-22 01:49:37,32.296,-81.2354,48.85,95,90,13.8
431,Heihe,CN,2021-12-22 01:49:37,50.2441,127.4902,-19.62,74,1,8.3
432,Rocha,UY,2021-12-22 01:45:26,-34.4833,-54.3333,61.09,94,6,2.86
433,Skjervoy,NO,2021-12-22 01:49:38,70.0311,20.9714,25.86,50,43,5.99
434,San Luis,AR,2021-12-22 01:49:21,-33.295,-66.3356,71.51,68,0,18.75
435,Kanker,IN,2021-12-22 01:49:38,20.2719,81.4931,54.54,37,0,1.23
436,Mandi,IN,2021-12-22 01:49:38,31.7167,76.9167,43.41,32,29,5.77
437,Kerema,PG,2021-12-22 01:49:39,-7.9631,145.7785,85.08,68,30,6.87
438,Fairbanks,US,2021-12-22 01:49:39,64.8378,-147.7164,19.36,77,1,13.8
439,Tuy Hoa,VN,2021-12-22 01:49:39,13.0833,109.3,73.98,86,99,5.88
440,Rudbar,AF,2021-12-22 01:49:40,30.15,62.6,59.92,30,10,3.69
441,Atambua,ID,2021-12-22 01:49:40,-9.1061,124.8925,82.62,70,100,2.68
442,Isabela,PH,2021-12-22 01:49:40,6.7085,121.9711,80.65,63,90,1.23
443,Seoul,KR,2021-12-22 01:49:41,37.5683,126.9778,36.01,44,0,4.61
444,Cairns,AU,2021-12-22 01:49:41,-16.9167,145.7667,96.94,52,52,11.5
445,Rodrigues Alves,BR,2021-12-22 01:49:41,-7.738,-72.6509,74.98,93,33,2.82
446,Privolzhye,RU,2021-12-22 01:49:42,52.8649,48.6044,10.9,77,10,5.06
447,Tamorong,PH,2021-12-22 01:49:42,17.3333,120.4333,83.53,72,11,6.06
448,Kirakira,SB,2021-12-22 01:49:43,-10.4544,161.9205,84.4,80,97,4.83
449,Velyka Pysarivka,UA,2021-12-22 01:49:43,50.4259,35.485,11.39,70,100,11.16
450,Kemi,FI,2021-12-22 01:49:43,65.8596,24.8228,-7.83,77,0,5.75
451,Sangmelima,CM,2021-12-22 01:49:44,2.9333,11.9833,68.16,63,46,1.19
452,Capua,IT,2021-12-22 01:49:44,41.0997,14.2201,52.11,81,0,2.91
453,Southampton,GB,2021-12-22 01:45:00,50.904,-1.4043,42.85,83,100,1.01
454,Airai,TL,2021-12-22 01:49:44,-8.9266,125.4092,69.78,75,100,2.39
455,Birjand,IR,2021-12-22 01:49:45,32.8663,59.2211,43.27,87,0,4.61
456,Stockbridge,US,2021-12-22 01:46:41,33.5443,-84.2338,42.91,92,100,3.98
457,Mildura,AU,2021-12-22 01:49:45,-34.2,142.15,81.07,38,100,6.91
458,Kroya,ID,2021-12-22 01:50:45,-7.6331,109.2461,81.99,75,100,2.59
459,Pemba,MZ,2021-12-22 01:50:46,-12.974,40.5178,79.5,94,20,8.01
460,Eastlake,US,2021-12-22 01:48:43,41.6539,-81.4504,40.14,65,1,3.0
461,Tarakan,ID,2021-12-22 01:50:46,3.3,117.6333,80.1,94,75,3.44
462,Thinadhoo,MV,2021-12-22 01:50:46,0.5333,72.9333,80.38,75,99,1.23
463,Boguchany,RU,2021-12-22 01:50:47,58.3814,97.4531,-37.05,99,94,1.66
464,Ippy,CF,2021-12-22 01:50:47,6.2679,21.2247,74.86,30,100,6.96
465,Talnakh,RU,2021-12-22 01:50:47,69.4865,88.3972,-14.71,83,100,9.86
466,College,US,2021-12-22 01:50:47,64.8569,-147.8028,20.86,76,40,6.91
467,Iquitos,PE,2021-12-22 01:50:48,-3.7481,-73.2472,77.04,94,75,3.44
468,Nhulunbuy,AU,2021-12-22 01:50:48,-12.2333,136.7667,92.01,52,20,8.05
469,Omsukchan,RU,2021-12-22 01:50:48,62.5333,155.8,-27.98,96,45,6.44
470,Serebryansk,KZ,2021-12-22 01:50:49,49.6925,83.2892,9.95,97,100,5.57
471,Sur,OM,2021-12-22 01:50:49,22.5667,59.5289,71.02,48,23,1.39
472,Pilar,BR,2021-12-22 01:50:49,-9.5972,-35.9567,78.73,85,100,6.93
473,Rusne,LT,2021-12-22 01:50:49,55.2964,21.3758,14.09,73,7,3.83
474,Caxias,PT,2021-12-22 01:50:50,38.7031,-9.2767,58.33,80,75,3.0
475,Belmonte,BR,2021-12-22 01:50:50,-15.8631,-38.8828,75.7,94,100,10.27
476,Port Macquarie,AU,2021-12-22 01:50:50,-31.4333,152.9167,82.89,73,100,7.52
477,Luderitz,NA,2021-12-22 01:50:51,-26.6481,15.1594,57.74,90,0,1.39
478,Cuicatlan,MX,2021-12-22 01:50:52,17.8,-96.9667,66.18,96,55,3.56
479,Bandarbeyla,SO,2021-12-22 01:50:52,9.4942,50.8122,75.22,76,94,12.06
480,Pochutla,MX,2021-12-22 01:50:29,15.7432,-96.4661,78.82,87,27,3.47
481,Sitrah,BH,2021-12-22 01:50:52,26.1547,50.6206,69.8,64,2,8.01
482,Oranjemund,NA,2021-12-22 01:50:53,-28.55,16.4333,60.51,90,0,3.8
483,Pitea,SE,2021-12-22 01:50:53,65.3172,21.4794,3.09,97,16,2.46
484,Nouadhibou,MR,2021-12-22 01:50:53,20.931,-17.0347,67.98,68,0,14.97
485,Mizan Teferi,ET,2021-12-22 01:50:54,6.9833,35.5833,62.22,90,62,2.48
486,Tombouctou,ML,2021-12-22 01:50:54,20.0,-3.0,69.35,29,100,13.31
487,Katangli,RU,2021-12-22 01:50:54,51.7102,143.2326,2.88,90,100,14.99
488,Eureka,US,2021-12-22 01:50:55,40.8021,-124.1637,52.41,13,93,7.92
489,Axim,GH,2021-12-22 01:50:55,4.8699,-2.2405,78.39,75,56,0.72
490,Porto Novo,BJ,2021-12-22 01:50:55,6.4965,2.6036,76.82,46,45,4.52
491,Great Falls,US,2021-12-22 01:50:56,47.5002,-111.3008,42.67,60,20,11.99
492,Te Horo,NZ,2021-12-22 01:50:56,-40.8084,175.1233,73.08,80,58,8.01
493,Rey Bouba,CM,2021-12-22 01:50:56,8.6724,14.1786,69.04,30,81,2.1
494,Samarai,PG,2021-12-22 01:50:57,-10.6167,150.6667,84.74,67,9,6.69
495,Tocopilla,CL,2021-12-22 01:50:57,-22.092,-70.1979,67.24,75,95,2.68
496,Poum,NC,2021-12-22 01:50:57,-20.2333,164.0167,81.0,77,4,7.96
497,Huarmey,PE,2021-12-22 01:50:57,-10.0681,-78.1522,68.4,83,94,7.16
498,Zhicheng,CN,2021-12-22 01:50:58,30.2956,111.5047,57.42,49,0,2.13
499,Kahului,US,2021-12-22 01:50:58,20.8947,-156.47,71.62,83,75,18.41
500,Redlands,US,2021-12-22 01:49:41,34.0556,-117.1825,61.34,39,66,1.01
501,Takoradi,GH,2021-12-22 01:50:58,4.8845,-1.7554,78.58,70,79,3.09
502,Cedar City,US,2021-12-22 01:50:09,37.6775,-113.0619,34.77,64,90,8.05
503,Francisco Sa,BR,2021-12-22 01:51:59,-16.4758,-43.4883,71.74,97,38,3.78
504,Kampot,KH,2021-12-22 01:52:00,10.6167,104.1833,80.65,82,100,3.15
505,Zhigansk,RU,2021-12-22 01:52:01,66.7697,123.3711,-48.06,97,96,4.83
506,Gorontalo,ID,2021-12-22 01:52:01,0.5412,123.0595,83.98,67,100,4.56
507,Chabahar,IR,2021-12-22 01:52:01,25.2919,60.643,73.15,73,26,12.44
508,Kaeo,NZ,2021-12-22 01:52:02,-35.1,173.7833,78.33,68,100,6.42
509,Ozinki,RU,2021-12-22 01:52:02,51.1786,49.6769,6.06,94,11,5.44
510,Alta Floresta,BR,2021-12-22 01:52:02,-9.8756,-56.0861,72.86,98,100,2.1
511,Guarapari,BR,2021-12-22 01:48:33,-20.6667,-40.4975,73.29,93,74,6.2
512,Buchmany,UA,2021-12-22 01:52:02,51.0689,28.0421,12.52,94,14,5.28
513,Boyolangu,ID,2021-12-22 01:52:03,-8.1181,111.8935,83.66,71,99,5.95
514,Kozelsk,RU,2021-12-22 01:52:03,54.0375,35.7716,-3.71,93,100,7.7
515,Pozo Colorado,PY,2021-12-22 01:52:03,-23.4923,-58.7972,85.55,42,55,4.18
516,Dolni Lutyne,CZ,2021-12-22 01:52:04,49.8988,18.4282,27.57,93,100,2.84
517,Saint-Joseph,RE,2021-12-22 01:52:04,-21.3667,55.6167,75.58,88,100,11.25
518,Faanui,PF,2021-12-22 01:47:59,-16.4833,-151.75,79.14,75,100,10.69
519,Kudahuvadhoo,MV,2021-12-22 01:52:04,2.6708,72.8944,82.51,72,100,13.2
520,Auxerre,FR,2021-12-22 01:52:05,47.8,3.5667,29.62,85,13,4.34
521,Nara,JP,2021-12-22 01:52:05,34.6851,135.8049,50.92,72,100,4.59
522,Vardo,NO,2021-12-22 01:52:05,70.3705,31.1107,31.32,92,100,26.33
523,Sabang,ID,2021-12-22 01:52:05,5.8933,95.3214,80.78,69,46,5.97
524,Zeya,RU,2021-12-22 01:52:06,53.75,127.2667,-16.31,58,13,3.11
525,Sandpoint,US,2021-12-22 01:52:06,48.2766,-116.5533,29.71,94,90,0.0
526,Bismil,TR,2021-12-22 01:52:06,37.8486,40.6658,33.91,78,1,1.3
527,Los Llanos De Aridane,ES,2021-12-22 01:52:06,28.6585,-17.9182,62.35,92,75,5.99
528,Jalu,LY,2021-12-22 01:52:07,29.0331,21.5482,52.65,47,0,6.06
529,Garissa,KE,2021-12-22 01:52:07,-0.4536,39.6401,75.76,90,72,6.33
530,Bukama,CD,2021-12-22 01:52:08,-9.2,25.85,69.58,97,100,0.69
531,Chokwe,MZ,2021-12-22 01:52:09,-24.5333,32.9833,69.35,82,100,5.01
532,Bilma,NE,2021-12-22 01:52:09,18.6853,12.9164,57.72,24,2,8.21
533,Misratah,LY,2021-12-22 01:52:09,32.3754,15.0925,57.04,73,0,6.6
534,Clarence Town,AU,2021-12-22 01:52:10,-32.5833,151.7833,85.6,48,100,4.81
535,San Jose,US,2021-12-22 01:49:36,37.3394,-121.895,56.01,78,75,1.01
536,Yarada,IN,2021-12-22 01:52:10,17.65,83.2667,64.72,88,20,2.3
537,Olafsvik,IS,2021-12-22 01:52:10,64.8945,-23.7142,35.08,68,100,15.39
538,Puerto Madryn,AR,2021-12-22 01:52:11,-42.7692,-65.0385,61.83,58,0,9.04
539,Kropachevo,RU,2021-12-22 01:52:11,55.0112,57.9896,21.94,98,100,4.7
540,Qinzhou,CN,2021-12-22 01:52:11,21.95,108.6167,67.3,47,98,10.58
541,Aklavik,CA,2021-12-22 01:52:12,68.2191,-135.0107,2.12,86,100,14.72
542,Apache Junction,US,2021-12-22 01:52:12,33.4151,-111.5496,61.38,39,90,3.0
543,Marion,US,2021-12-22 01:52:12,39.7684,-86.1555,40.48,75,20,10.36
544,Galle,LK,2021-12-22 01:52:13,6.0367,80.217,78.42,82,36,1.12
545,Bonavista,CA,2021-12-22 01:52:13,48.6499,-53.1147,35.11,80,95,30.27
546,Chandur Bazar,IN,2021-12-22 01:52:13,21.2417,77.7456,57.54,32,0,2.98
547,Muyezerskiy,RU,2021-12-22 01:52:13,63.9333,31.65,9.1,96,100,7.11
548,Vila,PT,2021-12-22 01:52:14,42.0304,-8.1588,52.68,81,59,6.51
549,Furano,JP,2021-12-22 01:53:14,43.2818,142.4743,18.9,79,93,3.98
550,Scottsbluff,US,2021-12-22 01:53:14,41.8666,-103.6672,50.77,30,0,15.08
551,Progreso,MX,2021-12-22 01:50:42,21.2833,-89.6667,71.11,56,0,10.78
552,Quang Ngai,VN,2021-12-22 01:48:28,15.1167,108.8,72.19,86,100,5.86
553,Ornskoldsvik,SE,2021-12-22 01:53:15,63.2909,18.7153,-6.65,92,14,3.44
554,Severo-Yeniseyskiy,RU,2021-12-22 01:53:15,60.3725,93.0408,-18.09,95,98,3.04
555,Santa Maria,BR,2021-12-22 01:53:15,-29.6842,-53.8069,70.9,94,75,4.61
556,Ouesso,CG,2021-12-22 01:53:16,1.6136,16.0517,71.85,59,99,1.25
557,Igarka,RU,2021-12-22 01:53:16,67.4667,86.5833,-9.81,83,100,15.3
